Valor;Dt_Vcto;Dt_Pgto;Observação;Local_Pgto;ND;MES_ANO;SOMA?;Sequencial
359,98;15/10/2018;08/10/2018;Condomínio + Sabesp - APARTAMENTO;BRA;049;201810;VERDADEIRO;472
0;05/10/2018;05/10/2018;;STA;093;201810;VERDADEIRO;473
72,5;19/10/2018;03/11/2018;Pago com atraso;BRA;045;201810;VERDADEIRO;474
-48,3;15/09/2018;08/10/2018;Deposito Agua Vencimento 15/09/2018;BRA;092;201809;VERDADEIRO;475
-350;16/10/2018;08/10/2018;3º Aluguel - Doc nesta data - Valor do deposito 505,46 = 350+155,46;BRA;090;201810;VERDADEIRO;476
-131,6;25/09/2018;08/10/2018;Valor do João - Não foi pago;BRA;094;201809;VERDADEIRO;477
-144,49;08/10/2018;08/10/2018;Deposito paulo 505,46;BRA;095;201810;VERDADEIRO;478
-342,79;08/10/2018;08/10/2018;Deposito paulo gabi 408,58;BRA;095;201810;VERDADEIRO;479
-10,97;25/09/2018;08/10/2018;Deposito paulo 505,46;BRA;094;201809;VERDADEIRO;480
-65,79;25/09/2018;08/10/2018;Deposito Gabi 400,00;BRA;094;201809;VERDADEIRO;481
367,17;15/11/2018;12/11/2018;Condominio - 15/10/2018;STA;092;201811;VERDADEIRO;482
-200;21/10/2018;19/10/2018;Caução 900,00 - Sinal de 200,00;BRA;096;201810;VERDADEIRO;483
-700;21/10/2018;19/10/2018;Caução 900,00;BRA;096;201810;VERDADEIRO;484
350;20/10/2018;20/10/2018;CINTIA PAGOU EM ESPECIE;ESP;054;201810;VERDADEIRO;485
126,06;09/11/2018;09/11/2018;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201811;VERDADEIRO;486
50,25;26/10/2018;26/10/2018;Sabesp - R4-CS52 - 0182247090;BRA;036;201810;VERDADEIRO;487
2013,51;22/10/2018;22/10/2018;PRC 9;BRA;077;201810;FALSO;488
-500;20/10/2018;23/10/2018;7º Aluguel - Depoisito parcial atrasado;BRA;079;201810;VERDADEIRO;489
1314,58;30/10/2018;30/10/2018;Pago;BRA;076;201810;VERDADEIRO;490
50,25;07/11/2018;03/11/2018;Sabesp - Praia - 0323678483;BRA;046;201811;VERDADEIRO;491
39,66;05/11/2018;01/11/2018;Jhonata pagou;STA;048;201811;FALSO;492
92,5;01/11/2018;03/11/2018;Pago por Itamar;BRA;071;201811;VERDADEIRO;493
184,48;24/10/2018;29/10/2018;Paguei;STA;072;201810;VERDADEIRO;494
250,55;08/11/2018;03/11/2018;Pago por Itamar;BRA;073;201811;VERDADEIRO;495
-100;20/10/2018;05/11/2018;7º Aluguel - Deposito Final atrasado;BRA;079;201810;VERDADEIRO;496
-100;20/10/2018;29/10/2018;7º Aluguel - Deposito parcial atrasado;BRA;079;201810;VERDADEIRO;497
44,99;01/11/2018;01/11/2018;Telefone: 9.9324-0594;BRA;070;201811;VERDADEIRO;498
-33,47;25/10/2018;14/11/2018;Deposito 416,42 = 33,47+32,45+350;BRA;094;201810;VERDADEIRO;499
-63,14;25/10/2018;25/10/2018;Loja meio Vazia - Itamar assumiu;BRA;094;201810;VERDADEIRO;500
-87,87;25/10/2018;11/11/2018;Deposito 240,00 = 87,87+151,09+1,04;BRA;094;201810;VERDADEIRO;501
140,88;05/11/2018;05/11/2018;Net - R4-CS52 - 3195440450;BRA;037;201811;VERDADEIRO;502
-1200;05/11/2018;01/11/2018;1º Aluguel pago adiantado;STA;093;201811;VERDADEIRO;503
1506,4;05/11/2018;03/11/2018;Cartão de Crédito Nubank;STA;042;201811;VERDADEIRO;504
44,99;01/11/2018;01/11/2018;Somente controle;CIN;074;201811;VERDADEIRO;505
150,8;31/10/2018;31/10/2018;9/60;STA;085;201810;FALSO;506
699,61;06/11/2018;06/11/2018;;STA;087;201811;VERDADEIRO;507
-48,3;15/10/2018;08/11/2018;Sabesp - Deposito de 08/11 - 2.500,00;BRA;098;201810;VERDADEIRO;508
-50;15/10/2018;08/11/2018;Depositou a maior 50.00;BRA;097;201810;VERDADEIRO;509
-151,09;08/11/2018;11/11/2018;Deposito 240,00 = 87,87+151,09+1,04;BRA;095;201811;VERDADEIRO;510
-32,95;08/11/2018;14/11/2018;Deposito 416,42 = 33,47+32,45+350;BRA;095;201811;VERDADEIRO;511
-66,51;08/11/2018;08/11/2018;Itamar;BRA;095;201811;VERDADEIRO;512
0;10/11/2018;10/11/2018;1º Aluguel vence em 10/12/2018;BRA;096;201811;VERDADEIRO;513
-1200;20/10/2018;08/11/2018;02º Aluguel - Deposito de 2.500,00 - Eder -  Em 08/11/2018;BRA;091;201810;VERDADEIRO;514
-1200;20/11/2018;08/11/2018;03º Aluguel - Deposito de 2.500,00 - Eder -  Em 08/11/2018;BRA;091;201811;VERDADEIRO;515
-3,4;20/11/2018;08/11/2018;Depositado a maior;BRA;091;201811;FALSO;516
305,24;15/11/2018;12/11/2018;Condomínio CASA 52;BRA;038;201811;VERDADEIRO;517
365,44;15/10/2018;15/10/2018;Condominio - 15/11/2018;STA;092;201810;VERDADEIRO;518
359,34;15/11/2018;12/11/2018;Condomínio + Sabesp - APARTAMENTO;BRA;049;201811;VERDADEIRO;519
350;05/11/2018;05/11/2018;CINTIA PAGOU EM ESPECIE;ESP;055;201811;VERDADEIRO;520
2013,51;22/11/2018;22/11/2018;PRC 10;BRA;077;201811;FALSO;521
-300;20/11/2018;17/11/2018;8º Aluguel - Pago em dinheiro para Itamar pessoalmente;BRA;079;201811;VERDADEIRO;522
-400;20/11/2018;22/11/2018;8º Aluguel - Restante;BRA;079;201811;VERDADEIRO;523
-350;16/11/2018;14/11/2018;4º Aluguel - Deposito 416,42 = 33,47+32,45+350;BRA;090;201811;VERDADEIRO;524
25,92;21/11/2018;21/11/2018;Não atingiu o mínimo;;045;201811;FALSO;525
350;20/11/2018;14/11/2018;CINTIA PAGOU EM ESPECIE;ESP;054;201811;VERDADEIRO;526
104,91;24/11/2018;20/11/2018;Paguei;STA;072;201811;VERDADEIRO;527
25,5;03/12/2018;03/12/2018;Não atingiu o mínimo;BRA;071;201812;FALSO;528
92;05/12/2018;05/12/2018;Jhonata pagou;STA;048;201812;FALSO;529
-33,47;23/11/2018;17/12/2018;Deposito paulo 402,52;BRA;094;201811;VERDADEIRO;530
-33,46;23/11/2018;23/11/2018;Valor Michely - Não cobrar;BRA;094;201811;VERDADEIRO;531
-37,98;23/11/2018;13/12/2018;Valor Gabi - Vencime;BRA;094;201811;VERDADEIRO;532
141,32;05/12/2018;05/12/2018;Net - R4-CS52 - 3195440450;BRA;037;201812;VERDADEIRO;533
1242,87;05/12/2018;01/12/2018;Cartão de Crédito Nubank;STA;042;201812;VERDADEIRO;534
610;06/12/2018;06/12/2018;;STA;087;201812;VERDADEIRO;535
1314,58;30/11/2018;30/11/2018;Pago;BRA;076;201811;VERDADEIRO;536
278,5;30/01/2019;30/11/2018;Mensalidade Jan 01/02;BRA;076;201901;VERDADEIRO;537
50,25;29/11/2018;29/11/2018;Sabesp - R4-CS52 - 0182247090;BRA;036;201811;VERDADEIRO;538
52,98;03/12/2018;03/12/2018;Telefone: 9.9324-0594;BRA;070;201812;VERDADEIRO;539
108,58;10/12/2018;10/12/2018;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201812;VERDADEIRO;540
-1200;05/12/2018;01/11/2018;2º Aluguel pago adiantado;STA;093;201812;VERDADEIRO;541
439,71;15/02/2018;04/12/2018;Pagamento único em 04/12/2018 - R$ 1.319,14;STA;092;201802;FALSO;542
439,71;15/03/2018;04/12/2018;Pagamento único em 04/12/2018 - R$ 1.319,14;STA;092;201803;FALSO;543
439,72;15/04/2018;04/12/2018;Pagamento único em 04/12/2018 - R$ 1.319,14;STA;092;201804;FALSO;544
-1200;20/12/2018;07/12/2018;04º Aluguel - Deposito  - Eder -  Em 07/12/2018;BRA;091;201812;VERDADEIRO;545
44,99;01/12/2018;01/12/2018;Somente controle;CIN;074;201812;VERDADEIRO;546
350;05/12/2018;05/12/2018;CINTIA PAGOU EM ESPECIE;ESP;055;201812;VERDADEIRO;547
317,77;15/12/2018;08/12/2018;Condomínio CASA 52;BRA;038;201812;VERDADEIRO;548
371,9;15/12/2018;08/12/2018;;STA;092;201812;VERDADEIRO;549
263,6;08/12/2018;08/12/2018;Pago por Itamar;STA;073;201812;VERDADEIRO;550
-200;08/12/2018;05/12/2018;Depositado pela Gabi;BRA;095;201812;VERDADEIRO;551
-50;15/11/2018;06/12/2018;Depositou a maior 50.00;BRA;097;201811;VERDADEIRO;552
378,05;15/12/2018;08/12/2018;Condomínio + Sabesp - APARTAMENTO;STA;049;201812;VERDADEIRO;553
278,5;30/01/2019;08/12/2018;Mensalidade Jan 02/02;STA;076;201901;VERDADEIRO;554
151,58;30/11/2018;30/11/2018;10/60;STA;085;201811;FALSO;555
22,77;20/12/2018;20/12/2018;Não atingiu o mínimo;;045;201812;FALSO;556
50,25;08/12/2018;08/12/2018;Sabesp - Praia - 0323678483;STA;046;201812;VERDADEIRO;557
-50;15/12/2018;11/12/2018;;BRA;097;201812;VERDADEIRO;558
-48,3;15/11/2018;08/11/2018;Sabesp - Deposito de 08/11 - 2.500,00;BRA;098;201811;VERDADEIRO;559
-48,3;15/12/2018;11/12/2018;Sabesp - Deposito de 11/12/11 - 48,30;BRA;098;201812;VERDADEIRO;560
-350;16/12/2018;16/12/2018;5º Aluguel - Deposito 402,52 = 33,47+ 19,05+350;BRA;090;201812;VERDADEIRO;561
-19,05;16/12/2018;16/12/2018;Deposito 402,52 = 33,47+ 19,05+350;BRA;095;201812;VERDADEIRO;562
-44,55;08/12/2018;13/12/2018;Depositado 80,00;BRA;095;201812;VERDADEIRO;563
350;20/12/2018;20/12/2018;CINTIA PAGOU EM ESPECIE;ESP;054;201812;VERDADEIRO;564
-700;20/12/2018;21/12/2018;9º Aluguel;BRA;079;201812;VERDADEIRO;565
2013,51;22/12/2018;24/12/2018;PRC 11;BRA;077;201812;FALSO;566
89,53;09/01/2019;09/01/2019;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201901;VERDADEIRO;567
50,25;28/12/2018;28/12/2018;Sabesp - R4-CS52 - 0182247090;BRA;036;201812;VERDADEIRO;568
136,72;24/12/2018;22/12/2018;Paguei;STA;072;201812;VERDADEIRO;569
-67;24/12/2018;18/01/2019;Valor Gabi Deposito 355,00;BRA;094;201812;VERDADEIRO;570
-33,47;24/12/2018;18/01/2019;Valor Paulo Deposito 503,02 = 33,47+19,56+450;BRA;094;201812;VERDADEIRO;571
-36,25;24/12/2018;02/01/2019;Valor Michelly - Devolveu as chaves da Loja;BRA;094;201812;VERDADEIRO;572
1314,58;30/12/2018;22/12/2018;Pago;BRA;076;201812;VERDADEIRO;573
9,82;02/01/2019;02/01/2019;Não atingiu o mínimo;BRA;071;201901;FALSO;574
106,57;07/01/2019;07/01/2019;Jhonata pagou;;048;201901;FALSO;575
49,99;01/01/2019;02/01/2019;Somente controle;CIN;074;201901;VERDADEIRO;576
-1200;05/01/2019;03/01/2019;3º Aluguel pago adiantado - Deposito 1.250,00 em 03/01;STA;093;201901;VERDADEIRO;577
-50;15/01/2019;03/01/2019;Deposito 1.250,00 em 03/01;BRA;097;201901;VERDADEIRO;578
138,37;05/01/2019;07/01/2019;Net - R4-CS52 - 3195440450;BRA;037;201901;VERDADEIRO;579
49,99;03/01/2019;03/01/2019;Telefone: 9.9324-0594;BRA;070;201901;VERDADEIRO;580
-450;15/12/2019;16/12/2019;5º Aluguel - Deposito 521,00 = 35,89+35,22+450;STA;114;201912;VERDADEIRO;581
-36,04;25/12/2019;16/12/2019;Vlr.Lj 540 - Deposito 521,00  = 450+35,05+36,04;STA;094;201912;VERDADEIRO;582
-36,02;25/12/2019;02/01/2020;Vlr.Lj 550 - Deposito 36,04;STA;094;201912;VERDADEIRO;583
400;24/12/2019;24/12/2019;Metade do 13º Salario;ESP;055;201912;VERDADEIRO;584
400;05/01/2020;24/12/2019;Adiantamento do Salario do dia 05/12;ESP;055;202001;VERDADEIRO;585
122,28;09/01/2020;09/01/2020;Eletropaulo - R4-CS52 - 100067063086;BRA;035;202001;VERDADEIRO;586
93,83;26/12/2019;26/12/2019;Sabesp - R4-CS52 - 0182247090;BRA;036;201912;VERDADEIRO;587
-36,04;25/12/2019;13/01/2020;Vlr.Lj 550 - Deposito 13/01/2020 -> 600,00 +150 = 450+73,93+49,82+35,22+36,04+69,77+35,22;STA;094;201912;VERDADEIRO;588
160,8;30/12/2019;30/12/2019;23/60;STA;085;201912;FALSO;589
100;30/12/2019;30/12/2019;Arrumar goteira na loja 520;BRA;057;201912;VERDADEIRO;590
54,99;02/01/2020;02/01/2020;Telefone: 9.9324-0594;BRA;070;202001;VERDADEIRO;591
138,13;05/01/2020;06/01/2020;Net - R4-CS52 - 3195440450;BRA;037;202001;VERDADEIRO;592
1238,71;05/01/2020;05/01/2020;Paguei via Bradesco;BRA;042;202001;VERDADEIRO;593
139,54;02/01/2020;02/01/2020;Pago por Itamar;STA;073;202001;VERDADEIRO;595
-49,83;02/12/2019;23/12/2019;Vlr.  - Lj 520;BRA;095;201912;VERDADEIRO;596
-49,82;02/12/2019;13/01/2020;Vlr.  - Lj 550 - Deposito 13/01/2020 -> 600,00 +150 = 450+73,93+49,82+35,22+36,04+69,77+35,22;BRA;095;201912;VERDADEIRO;597
577,56;10/01/2020;04/01/2020;IPTU 2020;STA;060;202001;VERDADEIRO;598
1120,4;10/01/2020;04/01/2020;IPTU 2020;STA;047;202001;VERDADEIRO;599
52,62;05/01/2020;08/01/2020;Sabesp - Praia - 0323678483 - Debito Automatico;STA;046;202001;VERDADEIRO;600
330,09;15/01/2020;13/01/2020;Condomínio CASA 52 - PROTOCOLO 373;BRA;038;202001;VERDADEIRO;601
445,78;15/12/2019;15/12/2019;Pago Cintia/Itamar transferiu o dinheiro;STA;092;201912;VERDADEIRO;602
438,37;15/01/2020;12/01/2020;Condomínio + Sabesp - APARTAMENTO;BRA;049;202001;VERDADEIRO;603
-50;15/01/2020;07/01/2020;Sabesp - Deposito de 07/01/20 - 1.250,00;BRA;098;202001;VERDADEIRO;604
-1200;10/01/2020;07/01/2020;17 º Aluguel - Deposito - Eder - 1.250,00;BRA;091;202001;VERDADEIRO;605
105,66;23/01/2020;19/01/2020;Pago por Itamar;STA;072;202001;VERDADEIRO;606
286;11/01/2020;11/01/2020;Material para projeto;NU;076;202001;FALSO;607
815;11/01/2020;11/01/2020;Apostilas;NU;076;202001;FALSO;608
71,5;11/01/2020;11/01/2020;Plataforma Literaria;NU;076;202001;FALSO;609
40;11/01/2020;11/01/2020;Agenda Eletrônica;NU;076;202001;FALSO;610
1074;11/01/2020;11/01/2020;Programa Bilingue;NU;076;202001;FALSO;611
21;11/01/2020;11/01/2020;Caderno Quadriculado;NU;076;202001;FALSO;612
21;11/01/2020;11/01/2020;Caderno Pautado;NU;076;202001;FALSO;613
21;11/01/2020;11/01/2020;Caderno de Desenho;NU;076;202001;FALSO;614
40;11/01/2020;11/01/2020;Caderno com Lição para casa;NU;076;202001;FALSO;615
440,08;15/01/2020;15/01/2020;Pago Cintia/Itamar transferiu o dinheiro;STA;092;202001;VERDADEIRO;616
-450;15/01/2020;15/01/2020;6º Aluguel - Deposito 450,00;STA;114;202001;VERDADEIRO;617
-450;13/12/2019;13/01/2020;5º Aluguel - Deposito 600,00 +150 = 450+73,93+49,82+35,22+36,04+69,77+35,22;BRA;104;201912;VERDADEIRO;618
-73,93;13/01/2020;13/01/2020;5º Aluguel - Deposito 600,00 +150 = 450+73,93+49,82+35,22+36,04+69,77+35,22;BRA;104;202001;VERDADEIRO;619
-69,77;02/01/2020;13/01/2020;Vlr.  - Lj 550 - Deposito 13/01/2020 -> 600,00 +150 = 450+73,93+49,82+35,22+36,04+69,77+35,22;BRA;095;202001;VERDADEIRO;620
-69,77;02/01/2020;28/02/2020;Vlr.  - Lj 520 - Deposito 600 em 26/02 BRA + 55 em 28/02 STA = 69,77+35,22+550 = 654,99;BRA;095;202001;VERDADEIRO;621
90,79;20/01/2020;20/01/2020;Pago;STA;045;202001;VERDADEIRO;622
152,29;28/12/2018;28/12/2018;11/60;STA;085;201812;FALSO;623
1152;06/01/2019;14/12/2018;Debitou da conta corrente;STA;087;201901;VERDADEIRO;624
350;05/01/2019;07/01/2019;CINTIA PAGOU EM ESPECIE;ESP;055;201901;VERDADEIRO;625
1174,85;05/01/2019;07/01/2019;Cartão de Crédito Nubank;BRA;042;201901;VERDADEIRO;626
317,77;15/01/2019;06/01/2019;Condomínio CASA 52;BRA;038;201901;VERDADEIRO;627
401,55;15/01/2019;06/01/2019;Condomínio + Sabesp - APARTAMENTO;BRA;049;201901;VERDADEIRO;628
377,03;15/01/2019;06/01/2019;;STA;092;201901;VERDADEIRO;629
950;06/01/2019;26/12/2018;Pagou da comissão;STA;087;201901;VERDADEIRO;630
50,25;08/01/2019;06/01/2019;Sabesp - Praia - 0323678483;STA;046;201901;VERDADEIRO;631
308,55;08/01/2019;07/01/2019;Pago por Itamar;STA;073;201901;VERDADEIRO;632
-289;08/01/2019;18/01/2019;Valor Gabi Deposito 355,00;BRA;095;201901;VERDADEIRO;633
-19,55;08/01/2019;18/01/2019;Valor Paulo Deposito 503,02 = 33,47+19,56+450;BRA;095;201901;VERDADEIRO;634
1092,56;11/01/2019;06/01/2019;IPTU 2019;STA;047;201901;VERDADEIRO;635
563,25;11/01/2019;06/01/2019;IPTU 2019;STA;060;201901;VERDADEIRO;636
-1200;10/01/2019;11/01/2019;05º Aluguel - Deposito - Eder em 11/01/2019;BRA;091;201901;VERDADEIRO;637
-30;15/01/2019;07/01/2019;Deposito complementar de 30,00 em 07/01;BRA;097;201901;VERDADEIRO;638
239,5;15/01/2019;14/01/2019;Natacao+JUDO+TREINOS ESPORTIVOS 1/2 - Pago;BRA;076;201901;VERDADEIRO;639
239,5;13/02/2019;13/02/2019;Natacao+JUDO+TREINOS ESPORTIVOS 1/2 - Agendado p/13/02;BRA;076;201902;VERDADEIRO;640
208,36;23/01/2019;21/01/2019;Paguei;STA;072;201901;VERDADEIRO;641
141,91;22/01/2019;21/01/2019;25,92 ref 11/2018 + 22,77 ref 12/2018 + consumo ref jan 2019;STA;045;201901;VERDADEIRO;642
44;12/01/2019;12/01/2019;Agenda escolar;CAR;100;201901;FALSO;643
741,5;12/01/2019;12/01/2019;Apostila Dom Bosco;CAR;100;201901;FALSO;644
264;12/01/2019;12/01/2019;Taxa de impressão;CAR;100;201901;FALSO;645
65;12/01/2019;12/01/2019;Projeto Literário;CAR;100;201901;FALSO;646
57;12/01/2019;12/01/2019;Apostila de Reforço;CAR;100;201901;FALSO;647
152,5;12/01/2019;12/01/2019;Kit de Caderno;CAR;100;201901;FALSO;648
2013,51;22/01/2019;22/01/2019;PRC 12;BRA;077;201901;FALSO;649
-450;16/01/2019;18/01/2019;6º Aluguel - Deposito 503,02 = 33,47+19,56+450;BRA;090;201901;VERDADEIRO;650
350;20/01/2019;21/01/2019;CINTIA PAGOU EM ESPECIE;ESP;054;201901;VERDADEIRO;651
50,25;29/01/2019;29/01/2019;Sabesp - R4-CS52 - 0182247090;BRA;036;201901;VERDADEIRO;652
124,17;05/02/2019;01/02/2019;Jhonata pagou;;048;201902;FALSO;653
-50;15/01/2019;14/01/2019;Sabesp - Deposito de 14/01/19 - 50,00;BRA;098;201901;VERDADEIRO;654
-1200;24/01/2019;24/01/2019;Caução de R$ 1.200,00;BRA;101;201901;VERDADEIRO;655
49,99;01/02/2019;01/02/2019;Somente controle;CIN;074;201902;VERDADEIRO;656
49,99;01/02/2019;01/02/2019;Telefone: 9.9324-0594;BRA;070;201902;VERDADEIRO;657
135,64;05/02/2019;05/02/2019;Net - R4-CS52 - 3195440450;BRA;037;201902;VERDADEIRO;658
-500;20/01/2019;28/01/2019;10º Aluguel - Parcial;BRA;079;201901;VERDADEIRO;659
-200;20/01/2019;30/01/2019;10º Aluguel - Restante;BRA;079;201901;VERDADEIRO;660
1246,82;05/02/2019;30/01/2019;Cartão de Crédito Nubank;BRA;042;201902;VERDADEIRO;661
1838,54;28/01/2019;28/01/2019;PRC 15 Liq Ant;BRA;077;201901;FALSO;662
1838,54;31/01/2019;31/01/2019;Liq. Saldo restanto do contrato;BRA;077;201901;FALSO;663
-1200;05/02/2019;01/02/2019;4º Aluguel pago adiantado - Deposito 1.250,00 em 01/02;STA;093;201902;VERDADEIRO;664
88,47;11/02/2019;11/02/2019;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201902;VERDADEIRO;665
38,7;19/02/2019;19/02/2019;Não atingiu o mínimo;;045;201902;FALSO;666
45,4;04/02/2019;03/02/2019;Meses 11, 12 e 01/2019;BRA;071;201902;VERDADEIRO;667
289,7;08/02/2019;03/02/2019;Pago por Itamar;STA;073;201902;VERDADEIRO;668
99,35;07/02/2019;03/02/2019;Sabesp - Praia - 0323678483;STA;046;201902;VERDADEIRO;669
288,87;01/03/2019;06/03/2019;Pago por Itamar;STA;073;201903;VERDADEIRO;670
102,04;05/09/2019;05/09/2019;Jhonata pagou;;048;201909;FALSO;671
102,98;05/10/2019;05/10/2019;Jhonata pagou;;048;201910;FALSO;672
58,85;05/11/2019;05/11/2019;Itamar pagoU;;048;201911;VERDADEIRO;673
52,62;06/11/2019;06/11/2019;Sabesp - Praia - 0323678483 - Debito Automatico;STA;046;201911;VERDADEIRO;674
67,52;01/11/2019;01/11/2019;Transferência 552,57 = 450+67,52+35,05 15/11/2019;BRA;071;201911;FALSO;675
459,96;05/11/2019;04/11/2019;Paguei via Santander;STA;042;201911;VERDADEIRO;676
-1200;08/11/2019;09/11/2019;Caução - 1/2 - R$ 1.200,00 - Deposito Bradesco;BRA;117;201911;VERDADEIRO;677
-1200;15/11/2019;18/11/2019;Caução - 2/2 - R$ 1.200,00 - DOC Bradesco;STA;117;201911;VERDADEIRO;678
800;09/11/2019;09/11/2019;CINTIA PAGOU;ESP;055;201911;VERDADEIRO;679
-1200;10/11/2019;10/11/2019;15 º Aluguel - Deposito - Eder - 1.350,00;BRA;091;201911;VERDADEIRO;680
-50;15/10/2019;10/11/2019;Sabesp - Deposito de 15/11/19 - 1.350,00;BRA;098;201910;VERDADEIRO;681
-50;15/11/2019;10/11/2019;Sabesp - Deposito de 15/11/19 - 1.350,00;BRA;098;201911;VERDADEIRO;682
174,26;09/11/2019;09/11/2019;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201911;VERDADEIRO;683
317,77;15/11/2019;10/11/2019;Condomínio CASA 52;BRA;038;201911;VERDADEIRO;684
376,55;15/11/2019;10/11/2019;Condomínio + Sabesp - APARTAMENTO;BRA;049;201911;VERDADEIRO;685
380,56;15/11/2019;10/11/2019;Pago Cintia/Itamar transferiu o dinheiro;STA;092;201911;VERDADEIRO;686
-58,85;15/11/2019;15/11/2019;Itamar pagou mas não descontou do Jhonatam;STA;097;201911;FALSO;687
-35,39;23/10/2019;23/10/2019;Vlr.Lj 520;STA;094;201910;VERDADEIRO;688
20,52;21/11/2019;21/11/2019;Não atingiu o mínimo;STA;045;201911;FALSO;689
105,66;25/11/2019;16/11/2019;Pago por Itamar;STA;072;201911;VERDADEIRO;690
-35,05;23/10/2019;15/11/2019;Vlr.Lj 540 - Transferência 552,57 = 450+67,52+35,05 15/11/2019;STA;094;201910;VERDADEIRO;691
-35,22;23/10/2019;23/10/2019;Vlr.Lj 550;STA;094;201910;VERDADEIRO;692
-32,45;01/11/2019;01/11/2019;Não atingiu o minimo;STA;095;201911;VERDADEIRO;693
32,45;01/11/2019;01/11/2019;Não atingiu o minimo;STA;073;201911;VERDADEIRO;694
-450;15/11/2019;15/11/2019;4º Aluguel - Transferência 552,57 = 450+67,52+35,05 15/11/2019;STA;114;201911;VERDADEIRO;695
-35,39;25/11/2019;16/12/2019;Vlr.Lj 520 - Deposito Grace Santander;STA;094;201911;VERDADEIRO;696
-35,05;25/11/2019;16/12/2019;Vlr.Lj 540 - Deposito 521,00  = 450+35,05+36,04 -;STA;094;201911;VERDADEIRO;697
-35,22;25/11/2019;13/01/2020;Vlr.Lj 550 - Deposito 13/01/2020 -> 600,00 +150 = 450+73,93+49,82+35,22+36,04+69,77+35,22;STA;094;201911;VERDADEIRO;698
16,48;28/11/2019;28/11/2019;Sabesp - R4-CS52 - 0182247090 = Veio um crédito de 118,55 na conta;BRA;036;201911;VERDADEIRO;699
1226,12;26/11/2019;11/11/2019;Pago via Full Card - Cintia;FUL;102;201911;VERDADEIRO;700
727;30/11/2019;11/11/2019;Pago via Full Card - Cintia;FUL;076;201911;VERDADEIRO;701
-220;13/11/2019;18/11/2019;4º Aluguel - Deposito Parcial;BRA;104;201911;VERDADEIRO;702
-230;13/11/2019;18/11/2019;4º Aluguel - Deposito Restante;BRA;104;201911;FALSO;703
1400;30/11/2019;02/12/2019;Parcela 3 de 3 - Adv. Karina;STA;082;201911;VERDADEIRO;704
185,8;09/12/2019;09/12/2019;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201912;VERDADEIRO;705
22,02;02/12/2019;02/12/2019;Não atingiu o mínimo;BRA;071;201912;FALSO;706
54,99;02/12/2019;02/12/2019;Telefone: 9.9324-0594;BRA;070;201912;VERDADEIRO;707
142,96;05/12/2019;05/12/2019;Net - R4-CS52 - 3195440450;BRA;037;201912;VERDADEIRO;708
158,18;30/08/2019;30/08/2019;19/60;STA;085;201908;FALSO;709
159,56;30/10/2019;30/10/2019;21/60;STA;085;201910;FALSO;710
158,9;30/09/2019;30/09/2019;20/60;STA;085;201909;FALSO;711
160,26;30/11/2019;30/11/2019;22/60;STA;085;201911;FALSO;712
542,85;05/12/2019;05/12/2019;Paguei via Bradesco;BRA;042;201912;VERDADEIRO;713
800;05/12/2019;05/12/2019;CINTIA PAGOU;ESP;055;201912;VERDADEIRO;714
52,62;05/12/2019;05/12/2019;Sabesp - Praia - 0323678483 - Debito Automatico;STA;046;201912;VERDADEIRO;715
30,74;17/12/2019;17/12/2019;Daisy pagara;;048;201912;FALSO;716
727;30/12/2019;;Mesalidade Dezembro/2020;STA;076;201912;VERDADEIRO;717
327;29/11/2019;01/12/2019;Mensalidade 2020/1/1 - Confirmar, pois paguei em atraso;BRA;076;201911;VERDADEIRO;718
3000;25/02/2019;25/02/2019;Entrada;STA;102;201902;FALSO;719
2000;25/02/2019;25/02/2019;Entrada;STA;102;201902;FALSO;720
990;25/02/2019;25/02/2019;Documentação;STA;102;201902;FALSO;721
350;20/02/2019;20/02/2019;CINTIA PAGOU EM ESPECIE;ESP;054;201902;VERDADEIRO;722
120,2;11/03/2019;11/03/2019;Eletropaulo - R4-CS52 - 100067063086;BRA;035;201903;VERDADEIRO;723
112,96;05/03/2019;05/03/2019;Jhonata pagou;;048;201903;FALSO;724
135,2;06/03/2019;06/03/2019;Net - R4-CS52 - 3195440450;BRA;037;201903;VERDADEIRO;725
153,77;28/02/2019;28/02/2019;13/60;STA;085;201902;FALSO;726
22500;25/02/2019;25/02/2019;Financiado pelo BV em 24x;STA;102;201902;FALSO;727
49,99;01/03/2019;01/03/2019;Telefone: 9.9324-0594;BRA;070;201903;VERDADEIRO;728
418,95;01/03/2019;01/03/2019;Parcela 1/4 do Seguro;BRA;102;201903;VERDADEIRO;729
1041,4;06/03/2019;06/03/2019;Cartão de Crédito Nubank;BRA;042;201903;VERDADEIRO;730
317,77;15/03/2019;06/03/2019;Condomínio CASA 52;BRA;038;201903;VERDADEIRO;731
418,21;15/03/2019;06/03/2019;Condomínio + Sabesp - APARTAMENTO;BRA;049;201903;VERDADEIRO;732
49,99;01/03/2019;01/03/2019;Somente controle;CIN;074;201903;VERDADEIRO;733
